cik,company Name
1019314,"VERITY INVESTMENTS, INC."
1019315,"D.H. HILL SECURITIES, LLLP"
1019317,"B.B. GRAHAM & COMPANY, INC."
1019369,INVESTABLE EMERGING MARKETS COUNTRY FUND
1019421,FAYARD GARY P
1019432,LEVITICUS PARTNERS L P
1019438,KADOW JOSEPH JOHN
1019531,SWARTHMORE GROUP INC
1019556,JACOBS WILLIAM I
1019594,LONG MEADOW HOLDINGS LP
1019664,SEPARATE ACCOUNT VA-6
1019671,SEACHANGE INTERNATIONAL INC
1019695,ARQULE INC
1019718,KLESSE WILLIAM R
1019737,NAVIGANT CONSULTING INC
1019754,SMITHFIELD TRUST CO
1019787,PURADYN FILTER TECHNOLOGIES INC
1019849,"PENSKE AUTOMOTIVE GROUP, INC."
101984,UNIVERSAL ELECTRONICS INC
1019951,MCM SECURITIES LLC
1019966,HOVDE STEVEN D
1019973,HOVDE ERIC D
1019975,CITRIN JEFFREY B
1020058,FOOTE JAMES M
1020066,"SANDS CAPITAL MANAGEMENT, LLC"
1020068,ZECH RONALD H
1020076,KENNEY BRIAN A
1020127,OFF GEORGE W
1020141,"FINTRUST BROKERAGE SERVICES, LLC"
1020214,CERUS CORP
1020242,DEUTSCHE BANK NATIONAL TRUST CO
1020280,MACNAB CRAIG
1020288,PAUL DONALD L
1020290,ROBERTSON PETER J
1020317,"Pekin Hardy Strauss, Inc."
1020325,BRADY ROBERT T
1020337,"PRINCIPAL SHAREHOLDER SERVICES, INC."
102037,UNIVERSAL CORP /VA/
1020425,LITMAN GREGORY FUNDS TRUST
1020434,JACKMAN BRIAN J
1020455,RHO CAPITAL PARTNERS INC
1020506,FULCRUM SEPARATE ACCOUNT OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO
1020514,LASEZKAY GEORGE M
1020523,DELAWARE LIFE VARIABLE ACCOUNT G
1020569,IRON MOUNTAIN INC
1020580,KEATING INVESTMENT COUNSELORS INC
1020585,DUNCKER STREETT & CO INC
1020617,ROOSEVELT INVESTMENT GROUP INC
1020660,NUVEEN MUNICIPAL TRUST/MA
1020661,NUVEEN MULTISTATE TRUST III
1020710,DXP ENTERPRISES INC
1020741,JONES EVAN/ FA
1020791,EASTMAIN RESOURCES INC
1020807,AMERICAN MATURITY LIFE INSURANCE CO SEPARATE ACCOUNT AMLVA
1020859,UNITED NATURAL FOODS INC
1020861,"SUNAMERICA SERIES, INC."
1020918,ROTHSCHILD INVESTMENT CORP /IL
1020941,CAMPO RICHARD J
1020942,ODEN D KEITH
1020944,DAWSON G STEVEN
1020947,STEWART H MALCOLM
1020975,HAHN MARINA
1021008,SADOFF INVESTMENT MANAGEMENT LLC
1021015,DOUGLAS RICHARD
102109,UNIVERSAL SECURITY INSTRUMENTS INC
1021117,D L CARLSON INVESTMENT GROUP INC
1021148,FULCRUM SEPARATE ACCOUNT OF FIRST ALLMERICA FIN LIFE INS CO
1021153,LINCOLN LIFE & ANNUITY VAR ANN SEP ACCT L GROUP VAR ANN II
1021162,TRIUMPH GROUP INC
1021199,BROUGHTON GEORGE W
1021210,SCHNEEBERGER CAROL A
1021223,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
1021249,UNITED SERVICES AUTOMOBILE ASSOCIATION
1021258,BALDWIN BROTHERS INC/MA
1021270,"BBQ HOLDINGS, INC."
1021296,BROOKTREE CAPITAL MANAGEMENT
1021330,PRUCO LIFE INURANCE CO OF NEW JERSEY FLXBL PRMIUM VAR ANN AC
1021410,MILLER MARK C
1021412,SCHULER JACK W
1021413,PATIENCE JOHN
1021435,hopTo Inc.
1021447,SEPARATE ACCOUNT VA QNY
1021465,PIERCE EDWARD L
1021475,"LOCORR DISTRIBUTORS, LLC"
1021476,"EXANE, INC."
1021478,SANTANDER SECURITIES LLC
1021531,ROWE SHARON HORTON
1021561,"NU SKIN ENTERPRISES, INC."
1021572,FORD GERALD J
1021584,WRIGHTON MARK S
1021604,ON TRACK INNOVATIONS LTD
1021635,OGE ENERGY CORP.
1021642,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P."
1021681,OPPENHEIMER CLOSE INVESTMENT PARTNERSHIP LP
1021702,"LOOMIS SAYLES DISTRIBUTORS, L.P."
1021704,"PERCIVAL FINANCIAL PARTNERS, LTD."
1021742,PEOPLES BANK /MS/
1021762,STREETER STEPHANIE A
1021765,VANDE STEEG NICKOLAS
1021860,NATIONAL OILWELL VARCO INC
1021882,VANGUARD SCOTTSDALE FUNDS
1021913,CWABS INC
1021926,CIBC Asset Management Inc
1021944,Temasek Holdings (Private) Ltd
102198,CALMARE THERAPEUTICS Inc
1022055,ANDERSON DANA K
1022056,O HERN THOMAS E
1022066,MOORE STANLEY A
1022079,QUEST DIAGNOSTICS INC
1022112,"TIMOTHY PARTNERS, LTD."
102212,UNIVEST FINANCIAL Corp
1022202,FILE W H III
1022243,PINNACLE BANCSHARES INC
1022265,MONTGOMERY HERBERT D
1022314,FORTE CAPITAL LLC /ADV
1022321,GENESIS ENERGY LP
1022344,SIMON PROPERTY GROUP L P /DE/
1022373,CONTRARIAN CAPITAL FUND I LP
1022408,EPLUS INC
1022437,DEUTSCHE BANK AG
1022465,UBS FUND SERVICES (USA) LLC
1022505,CIPHERLOC Corp
1022585,MCCONNELL J WARD JR
1022624,"PRUDENTIAL JENNISON MID-CAP GROWTH FUND, INC."
1022646,ULTRA PETROLEUM CORP
1022652,INSEEGO CORP.
1022671,STEEL DYNAMICS INC
1022695,FIDELITY REVERE STREET TRUST
1022723,ARCHIBALD NOLAN D
1022732,BERMAN RONALD J
1022804,FRANKLIN FUND ALLOCATOR SERIES
1022837,"SUMITOMO MITSUI FINANCIAL GROUP, INC."
1022877,HENDERSON GEORGE W III
1022899,"Protagenic Therapeutics, Inc.\new"
1023024,ANI PHARMACEUTICALS INC
1023109,CANALASKA URANIUM LTD
1023128,LITHIA MOTORS INC
1023135,COPPOLA EDWARD C
1023197,FULCRUM VARIABLE LIFE SEP ACCT OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO
1023198,"StemGen, Inc."
1023201,CESAN RAUL E
1023219,RUSSO PATRICIA F
1023229,SEPARATE ACCOUNT B OF PACIFIC LIFE INSURANCE CO
1023260,GOLDEN ARTHUR F
1023279,BESSEMER SECURITIES LLC
1023298,alpha-En Corp
1023313,"FORRESTER RESEARCH, INC."
1023338,GOLDSTEIN BARRY
1023364,"AutoWeb, Inc."
1023391,FMI FUNDS INC
1023399,"ATALANTA VARIABLE FUND, L.P."
1023414,"HAMILTON MILLER INVESTMENTS, LLC"
1023417,SEABURY SECURITIES LLC
1023418,"BILL FEW SECURITIES, INC."
1023421,CBS Operations Inc.
1023458,AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP
1023459,SIMULATIONS PLUS INC
1023512,DRDGOLD LTD
1023514,HARMONY GOLD MINING CO LTD
1023549,XTL BIOPHARMACEUTICALS LTD
1023572,DANTONI DAVID J
1023582,OBRIEN JAMES J /KY
1023613,CITIZENS NATIONAL BANK OF CHEBOYGAN
1023656,"RGIP, LP"
1023674,RASMUSSEN STEPHEN S
1023710,MILLIGAN GEORGE D
1023731,8X8 INC /DE/
1023809,Nassau Life & Annuity Variable Universal Life Account
1023820,WHITE STEPHEN W
1023844,NATIONAL HOLDINGS CORP
1023870,SHAW DAVID E
1023875,FRANKLIN MUTUAL ADVISERS LLC
1023893,LAYDEN DONALD W JR
1023990,COMMERZ MARKETS LLC
1023994,"SG BLOCKS, INC."
1024007,GARNER CAM L
1024008,KABAKOFF DAVID S
1024095,"Carnegie Development, Inc"
1024140,"CAROLINA FINANCIAL SECURITIES, LLC"
1024177,PAYNE MELVIN C
1024193,ZELL SAMUEL
1024225,WARZALA RICHARD S
1024240,STATON DANIEL C
1024245,CUNEO NGAIRE E
102426,BOULDER GROWTH & INCOME FUND
1024305,COTY INC.
1024382,LARSEN MARSHALL O
1024388,OSBORNE RICHARD DE J
1024398,BALLARD WILLIAM C JR
1024406,CONLEE CECIL D
1024459,LINCOLN INTERNATIONAL LLC
1024460,"KESTRA INVESTMENT SERVICES, LLC"
1024478,"ROCKWELL AUTOMATION, INC"
1024509,HACKETT JAMES P
1024533,TAGLICH MICHAEL N
1024547,MCKIM ALAN S
1024672,ELTEK LTD
1024680,KARP ALLAN W
1024711,REDI GLOBAL TECHNOLOGIES LLC
1024716,SKYLINE ASSET MANAGEMENT LP
1024725,TENNECO INC
1024770,SPECTER ERIC M
1024795,"HELIOS TECHNOLOGIES, INC."
1025038,"ARVEST INVESTMENTS, INC."
1025044,CAMILLERI LOUIS C
1025050,DEVITRE DINYAR S
1025092,ALDRICH DAVID J
1025094,KILTS JAMES M
1025362,Golden Queen Mining Consolidated Ltd.
1025378,W. P. Carey Inc.
1025393,JONES DAVID A JR/KY
1025421,MEMBERS CAPITAL ADVISORS INC
1025476,VAN KAMPEN FOCUS PORTFOLIOS INSURED INCOME TRUST SERIES 86
1025477,VAN KAMPEN FOCUS PORTFOLIOS INSURED INCOME TRUST SERIES 87
1025478,VAN KAMPEN FOCUS PORTFOLIOS INSURED INCOME TRUST SERIES 88
1025481,VAN KAMPEN FOCUS PORTFOLIOS INSURED INCOME TRUST SERIES 91
10254,EARTHSTONE ENERGY INC
1025561,MER TELEMANAGEMENT SOLUTIONS LTD
1025664,WARNOCK DAVID L
1025710,HEMPLEMAN PHILIP J
1025770,ICON FUNDS
1025771,CHASE PACKAGING CORP
1025835,ENTERPRISE FINANCIAL SERVICES CORP
1025836,QUANTITATIVE MASTER SERIES LLC
1025942,"CUSO FINANCIAL SERVICES, L.P."
1025953,"NOVATION COMPANIES, INC."
1025978,RESSLER ANTONY P
1025996,KILROY REALTY CORP
1026006,SIGNATURE STOCK TRANSFER INC /TA
1026013,KOONCE CALVIN SCOTT
1026081,SEIDMAN LAWRENCE B
1026100,"GARRY PIERCE FINANCIAL SERVICES, LLP"
1026144,"BLACKROCK INDEX FUNDS, INC."
1026200,PRIVATE ASSET MANAGEMENT INC
1026212,BERRARD STEVEN R
1026214,FEDERAL HOME LOAN MORTGAGE CORP
1026285,FARKAS ANDREW L
1026420,STRATEGIC ADVISERS LLC
1026505,AKIN THOMAS B
1026545,CHAZEN STEPHEN I
1026580,"SECURE PLANNING, INC."
1026634,RENAISSANCE CAPITAL GREENWICH FUNDS
1026655,CORE MOLDING TECHNOLOGIES INC
1026662,EURO TECH HOLDINGS CO LTD
1026708,WILSHIRE VARIABLE INSURANCE TRUST
1026710,GRANAHAN INVESTMENT MANAGEMENT INC/MA
1026720,WELLCOME TRUST LTD (THE) as trustee of the WELLCOME TRUST
1026770,"SUNBELT SECURITIES, INC."
1026785,HIGHWAY HOLDINGS LTD
1026879,GREER C SCOTT
1026915,BELL MARC H
1026935,COWAN KEITH O
1026977,CITY NATIONAL ROCHDALE FUNDS
1026980,ASIA PACIFIC WIRE & CABLE CORP LTD
1027038,HUTCHINS GLENN H
1027263,EQ ADVISORS TRUST
1027272,"AETHLON CAPITAL, L.L.C"
1027285,SEPARATE ACCOUNT NY B OF RELIASTAR LIFE INSURANCE CO OF NY
102729,VALMONT INDUSTRIES INC
1027350,BESSEMER VENTURES INC
1027431,SOKOLOW NICOLAS
1027451,TIGER MANAGEMENT L.L.C.
1027495,FIRST SYMETRA NATIONAL LIFE INSURANCE CO OF NY SEP ACCT S
102752,VSE CORP
1027551,SAUL B FRANCIS II
1027552,BANCO SANTANDER CHILE
102756,"Value Line Mid Cap Focused Fund, Inc."
102757,VALUE LINE CAPITAL APPRECIATION FUND INC
1027596,ADVISORS SERIES TRUST
102764,"Value Line Larger Companies Focused Fund, Inc."
1027657,NYSA SERIES TRUST
1027664,ELBIT SYSTEMS LTD
102767,"Value Line Premier Growth Fund, Inc."
1027716,KELLY GARY C
1027741,STORCH DAVID P
1027796,PZENA INVESTMENT MANAGEMENT LLC
102780,VAN CLEMENS & CO. INCORPORATED
1027814,FRANKLIN ADVISORY SERVICES LLC
1027817,ATLANTA CAPITAL MANAGEMENT CO L L C
1027838,TACTILE SYSTEMS TECHNOLOGY INC
1027848,SWISS RE AMERICA HOLDING CORP
1027856,STATE FARM LIFE INSURANCE CO VARIABLE LIFE SEPARATE ACCOUNT
1027859,STATE FARM LIFE INSURANCE CO VARIABLE ANNUITY SEPARATE ACT
102786,"INVESCO CAPITAL MARKETS, INC."
1027958,POST WILLIAM J
1027967,LOPEZ HUMBERTO S
1027986,ARCHON PARTNERS LP
1028074,MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC
1028106,"Alternative Investments, L.P."
102816,EATON VANCE GROWTH TRUST
102818,EATON VANCE SERIES TRUST
1028284,HOLMES STEPHEN P
1028348,BROOKSIDE CAPITAL PARTNERS FUND LP
1028553,DOUGALL & ASSOCIATES INC.
1028562,"IBN FINANCIAL SERVICES, INC."
1028621,METROPOLITAN WEST FUNDS
1028633,SOLOMON DAVID L
1028771,"SECOND STREET SECURITIES, INC."
1028772,EVERCORE GROUP L.L.C.
1028775,BAKER DOUGLAS P
1028874,ROOF EIDAM & MAYCOCK/ADV
1028918,PACIFIC PREMIER BANCORP INC
1028954,SB ONE BANCORP
1028985,"Spectrum Brands, Inc."
1028988,PRUDENTIAL MUTUAL FUND SERVICES LLC /TA
1029031,Brighthouse Variable Life Account One
1029068,ADVISORONE FUNDS
102909,VANGUARD GROUP INC
1029122,NATIONAL VARIABLE ANNUITY ACCOUNT II
1029125,"Sun BioPharma, Inc."
1029142,DYNAVAX TECHNOLOGIES CORP
1029145,Golden Ocean Group Ltd
1029160,SOROS FUND MANAGEMENT LLC
1029199,EURONET WORLDWIDE INC
1029311,BANC FUNDS CO LLC
1029327,WHITNEY RALPH R JR
1029446,AMERICAN FIDELITY SEPARATE ACCOUNT B
1029613,HORMATS ROBERT D
1029647,WEINBERG JOHN S
1029679,Columbia Management Investment Services Corp. /TA
1029691,THORP JEFFREY
1029730,LADENBURG THALMANN FINANCIAL SERVICES INC.
1029744,SONIC FOUNDRY INC
1029788,CORSAIR CAPITAL PARTNERS LP
1029800,URSTADT BIDDLE PROPERTIES INC
1029831,HILLMAN COMPANIES INC
1030030,NOTTINGHAM SHAREHOLDER SERVICES LLC /TA
103005,VARIABLE ANNUITY ACCOUNT B OF VOYA RETIREMENT INSURANCE & ANNUITY Co
103007,VARIABLE ANNUITY ACCT C OF VOYA RETIREMENT INSURANCE & ANNUITY Co
103014,JACKSON SWL VARIABLE ANNUITY FUND I
1030150,FASOLA KENNETH J
1030192,NEW JERSEY MINING CO
1030213,ANNUITY INVESTORS VARIABLE ACCOUNT B
1030287,SHAW JEFFREY W
1030426,HAAS TIMOTHY J
1030442,MORGAN STANLEY ABS CAPITAL I INC
1030469,OFG BANCORP
1030471,UTSTARCOM HOLDINGS CORP.
1030475,CHINA EASTERN AIRLINES CORP LTD
1030513,HILTON STEVEN J
1030575,FORMELA JEAN FRANCOIS
1030618,CYPRESS ASSET MANAGEMENT INC/TX
1030717,REPUBLIC OF THE PHILIPPINES
1030743,MOROUN MATTHEW T
1030744,Price Philanthropies Foundation
1030806,WYNNEFIELD SMALL CAP VALUE OFFSHORE FUND LTD
1030815,SYMPHONY ASSET MANAGEMENT LLC
1030818,OAK MANAGEMENT CORP
1030869,"NAVAID FINANCIAL SERVICES, INC."
1030874,RUPORT MARK
1030882,"New Paradigm Fund, L.P."
1030894,CELESTICA INC
1030979,BERKSHIRE FUNDS
1030997,G WILLI FOOD INTERNATIONAL LTD
1031000,SCHOTTENSTEIN JAY L
1031008,AZZAD FUNDS
1031029,"StarTek, Inc."
1031041,SIGHT JAMES W
1031093,"SILVER BULL RESOURCES, INC."
1031178,UNITED INVESTORS UNIVERSAL LIFE VARIABLE ACCOUNT
1031190,KINDER RICHARD D
1031203,GROUP 1 AUTOMOTIVE INC
1031233,PINNACLE BANKSHARES CORP
1031235,"Global Self Storage, Inc."
1031248,LOUGHREY F JOSEPH
1031296,FIRSTENERGY CORP
1031308,BENTLEY SYSTEMS INC
1031316,FRANKLIN STREET PROPERTIES CORP /MA/
103145,VEECO INSTRUMENTS INC
1031507,COMPANION LIFE SEPARATE ACCOUNT B
1031609,WEISENBURGER RANDALL J
1031623,GULF ISLAND FABRICATION INC
1031661,THIRD AVENUE TRUST
1031735,SCHAFFER DERACE L
1031749,LITTLE DAVID R
1031847,MILLER RICHARD A MD
1031960,"Quissett Partners, L.P."
1031972,ACADEMY CAPITAL MANAGEMENT INC/TX
1032033,SLM Corp
1032097,ANASTASIO CURT
1032152,GHOSH SHIKHAR
1032165,FRAZIER MANAGEMENT LLC
1032188,MDB CAPITAL GROUP LLC
1032208,SEMPRA ENERGY
1032211,TUCHMAN KENNETH D
1032220,"MAXIMUS, INC."
1032235,TREFLER ALAN
1032250,CHEN PEHONG
1032282,STONE WILLIAM C
1032383,GLENCORE INTERNATIONAL AG
1032399,SARVADI PAUL J
1032423,DIAMOND HILL FUNDS
1032455,DOERR L JOHN
1032553,SMITH GARY B
1032628,OMEGA ORTHODONTICS INC
1032635,WENDELL PETER C
1032641,HOLLY JAMES C
1032666,BLACK LEON D
1032673,ARON ADAM M
1032681,ROWAN MARC J
1032814,CHECK CAPITAL MANAGEMENT INC/CA
1032834,CHIZEN BRUCE R
1032839,GESCHKE CHARLES M
1032856,WARNOCK JOHN E
1032946,REEVE PAMELA D A
1032975,LOGITECH INTERNATIONAL S.A.
10329,BASSETT FURNITURE INDUSTRIES INC
1033012,FLAGSTAR BANCORP INC
1033026,MENDELSOHN LAWRENCE
1033076,JOHNSON ANTONIA
1033128,FIRST INDUSTRIAL LP
1033204,DALLAS ROBERT H II
1033206,DALLAS DAVID D
1033225,MCDONALD CAPITAL INVESTORS INC/CA
1033232,HARLEY DAVIDSON CREDIT CORP
1033265,MURSTEIN ANDREW
1033284,BAILLY R JEFFREY
1033291,AVERY PAUL E
1033309,WILLIS CHARLES F IV
1033310,WEAVER WAYNE J
1033311,WEAVER DELORES B
1033324,FUKOKU MUTUAL LIFE INSURANCE Co
1033325,GESSOW ANDREW J
1033331,HASTINGS REED
1033409,ESHELMAN FREDRIC N
1033427,IRIDIAN ASSET MANAGEMENT LLC/CT
1033475,AVENIR CORP
1033505,COBBLESTONE CAPITAL ADVISORS LLC /NY/
1033516,DOUGHERTY MICHAEL R
1033669,LAZARD RETIREMENT SERIES INC
1033767,UNITED MICROELECTRONICS CORP
103379,V F CORP
1033870,STEERE WILLIAM C JR
1033876,MEISTER PAUL M
1033905,LUMINEX CORP
1033951,COT N WASH INC
1033969,"COHEN & STEERS GLOBAL REALTY SHARES, INC"
1033974,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI
1033984,CBRE CLARION SECURITIES LLC
1034027,GUARDIAN SEPARATE ACCOUNT E
1034045,DUNKEL DAVID L
1034054,SBA COMMUNICATIONS CORP
1034106,FEDERATED CORE TRUST
1034123,HOCHBERG STEVEN
1034135,HOLMES PARRIS H JR
1034180,MARKEL GAYNER ASSET MANAGEMENT CORP
1034182,MANULIFE INVESTMENT MANAGEMENT (US) LLC
1034184,FARR MILLER & WASHINGTON LLC/DC
1034196,ADVENT INTERNATIONAL CORP/MA
1034247,JONAS HOWARD S
1034261,BAINUM STEWART JR
1034262,TRADEWEB L.L.C
1034263,"ROGAN & ASSOCIATES, INC."
1034312,LEACH TIMOTHY A
1034315,BEAL STEVEN L
1034320,WORTLEY MICHAEL D
1034369,CAPRIN ASSET MANAGEMENT LLC /ADV
1034386,"T. Rowe Price Reserve Investment Funds, Inc."
1034438,ALLSTATE LIFE OF N Y VAR LIFE SEP ACCT A
1034439,BOWLES BARBARA L
1034462,ILLINGWORTH DAVID J
1034464,LARKIN C RAYMOND JR
1034465,LAVIZZO-MOUREY RISA J
1034466,MCDONNELL THOMAS A
1034524,POLEN CAPITAL MANAGEMENT LLC
1034533,CYPRESS INSURANCE CO
1034541,TIMUCUAN ASSET MANAGEMENT INC/FL
1034546,CITY OF LONDON INVESTMENT MANAGEMENT CO LTD
1034549,PARADIGM ASSET MANAGEMENT CO LLC
1034550,ARMSTRONG SHAW ASSOCIATES INC/CT
1034551,BlackRock Advisors (UK) Ltd
1034563,ICAHN ENTERPRISES HOLDINGS L.P.
1034594,BAY BANKS OF VIRGINIA INC
1034604,SHARPLES BRIAN
1034633,STATE FARM VARIABLE PRODUCT TRUST
1034635,"SOUTH ATLANTIC ENTERPRISES, INC."
1034642,CLIFFORD SWAN INVESTMENT COUNSEL LLC
1034657,STERNLICHT BARRY S
1034665,"BLACKROCK MUNIHOLDINGS FUND, INC."
1034670,AUTOLIV INC
1034760,WIDEPOINT CORP
1034771,INTRUST BANK NA
1034830,"TRIPLETREE, LLC"
1034842,RIGEL PHARMACEUTICALS INC
1034882,MARTIN CURRIE INVESTMENT MANAGEMENT LTD
1034883,MARTIN CURRIE INC
1034886,PITTENGER & ANDERSON INC
1034912,PUTZIGER MICHAEL T
1034925,PRUDENTIAL DISCOVERY SELECT GROUP VARIABLE CONTRACT ACCOUNT
1034945,"VALIC FINANCIAL ADVISORS, INC."
1034957,CRESUD INC
1035002,VALERO ENERGY CORP/TX
1035018,"PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 10"
1035092,SHORE BANCSHARES INC
1035114,"AFFILIATED BANKERS CAPITAL, L.L.C."
1035123,DIRCKS THOMAS C
1035150,MCCABE THOMAS E
1035201,CALIFORNIA WATER SERVICE GROUP
1035216,SOUTH JERSEY GAS Co
1035267,INTUITIVE SURGICAL INC
1035344,"UHLMANN PRICE SECURITIES, LLC"
1035350,"SECURIAN ASSET MANAGEMENT, INC"
1035354,"Eloxx Pharmaceuticals, Inc."
1035440,SAGAN PAUL
1035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC."
1035463,CHARTER TRUST CO
1035467,MEDIASET SPA                                            /FI
1035474,"CAROLINA SECURITIES, INC."
1035602,BELVEDERE CAPITAL FUND CO LLC
1035648,"Cleveland Capital, L.P."
1035674,PAULSON & CO. INC.
1035850,NUVEEN UNIT INVESTMENT TRUST
1035896,DRILL CRAIG A
1035909,Brown Michael J
1035912,EADS & HEALD WEALTH MANAGEMENT
103595,VILLAGE SUPER MARKET INC
1035976,"FNCB Bancorp, Inc."
1035978,MILLERS MUTUAL FIRE INSURANCE CO
1035983,COMFORT SYSTEMS USA INC
1035986,DUNN JEFFREY W
1036044,"Identiv, Inc."
1036141,Correvio Pharma Corp.
1036188,QAD INC
103623,OPPENHEIMER & CO. INC.
1036241,BAKER ADOLPHUS B
1036248,QUEST INVESTMENT MANAGEMENT LLC
1036250,SCHNEIDER CAPITAL MANAGEMENT CORP
1036262,INTEST CORP
1036288,HILLMAN CO
1036295,OBERTON WILLARD D
1036325,DAVIS SELECTED ADVISERS
1036437,BROWN RONALD
1036451,"DOMINION PARTNERS, L.C."
1036630,BAINUM BARBARA
1036643,JOHNSON FINANCIAL INC /TA
1036743,MAHAN JAMES S III
1036806,BAINUM BRUCE
103682,VIRGINIA ELECTRIC & POWER CO
1036848,AEROCENTURY CORP
1036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC
1037016,NII HOLDINGS INC
1037038,RALPH LAUREN CORP
1037155,VARIABLE ANNUITY I SER ACC OF GRT WEST LI & ANNU INS CO OF NY
103730,VISHAY INTERTECHNOLOGY INC
1037353,"PATHWAY CAPITAL MANAGEMENT, LP"
1037389,RENAISSANCE TECHNOLOGIES LLC
1037390,"GRIFFIN INDUSTRIAL REALTY, INC."
1037427,SCHROEDER MARK A
1037438,ALUTTO JOSEPH A
1037477,SUWINSKI JAN
1037488,MCKENNA ANDREW J
1037494,BLANCHARD ERIC A
1037540,BOSTON PROPERTIES INC
1037558,FOSTER DYKEMA CABOT & CO INC/MA
1037598,HERVEY JAY R
1037646,METTLER TOLEDO INTERNATIONAL INC/
1037676,ARCH COAL INC
1037719,"CAMPBELL FINANCIAL SERVICES, LLC"
1037727,"SOUTHEAST INVESTMENTS, N.C., INC."
1037728,STATE FARM VP MANAGEMENT CORP.
1037763,OPTIMUM INVESTMENT ADVISORS
1037766,CALEDONIA INVESTMENTS PLC
1037792,PARADIGM CAPITAL MANAGEMENT INC/NY
1037868,AMETEK INC/
1037897,JP MORGAN FLEMING MUTUAL FUND GROUP INC
1037976,JONES LANG LASALLE INC
1037985,MEYERCORD F DUFFIELD
1038001,PGIM INVESTMENTS LLC
1038016,LOOP CAPITAL MARKETS LLC
1038074,SILICON LABORATORIES INC.
1038088,VOYAGER PARTNERS L P
1038133,HESKA CORP
1038143,ORANGE
1038158,FOUR POINTS CAPITAL PARTNERS LLC
1038186,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC."
1038190,"BLACKROCK MUNIHOLDINGS FUND II, INC."
1038199,BULLFINCH FUND INC
1038238,SIMS LUKE E
1038253,COLLINS ARTHUR D JR
1038277,INTERNATIONAL ISOTOPES INC
1038322,CARLO DENNIS J PHD
1038357,PIONEER NATURAL RESOURCES CO
1038390,HENRY PARTNERS L P
1038469,"T. Rowe Price Quantitative Management Funds, Inc."
1038490,"T. Rowe Price Tax-Efficient Funds, Inc."
1038509,PRUCO LIFE INSURANCE OF NEW JERSEY
1038520,DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS
1038572,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD
1038620,"PRINCIPAL FUNDS DISTRIBUTOR, INC."
1038661,ABNER HERRMAN & BROCK LLC
1038677,FLORIDA ATLANTIC SECURITIES CORP.
1038683,RYANAIR HOLDINGS PLC
1038704,LEBEL FRANCOIS
103872,"VOLT INFORMATION SCIENCES, INC."
1038773,SMARTFINANCIAL INC.
1038822,HASLER WILLIAM A
1038849,MILLER IRENE R
1038977,WEISS MICHAEL S
1039001,Voya PARTNERS INC
1039026,MARTORE GRACIA C
1039050,KEYSER ROBERT D JR
1039065,OSI SYSTEMS INC
1039235,"WESBANCO SECURITIES, INC."
1039280,NETSOL TECHNOLOGIES INC
1039305,THRIVENT VARIABLE LIFE ACCOUNT I
1039348,TEMPLETON ASSET MANAGEMENT LTD
1039399,FORMFACTOR INC
1039466,XSUNX INC
1039520,MUNDHEIM ROBERT H
1039535,ROWLAND MARCUS C
1039565,KAHN BROTHERS GROUP INC /DE/
1039568,KOPKO FREDERICK H JR
1039667,SPIRIT OF AMERICA INVESTMENT FUND INC
1039684,ONEOK INC /NEW/
1039765,ING GROEP NV
1039782,COMMONWEALTH SEL SEP ACCT III OF COMMONWELATH ANNUITY & LIFE INSURANCE CO
1039803,PROFUNDS
1039807,BOSTON FAMILY OFFICE LLC
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO
1039833,CUMINALE JAMES W
1039845,"PERICULUM ADVISORS, LLC."
1039846,"SALEM PARTNERS, LLC"
1039860,VARIABLE ACCOUNT J OF LINCOLN LIFE ASSURANCE CO OF BOSTON
1039894,NOSKI CHARLES H
1040055,GRAF ALAN B JR
1040061,STATE STREET INSTITUTIONAL FUNDS
1040130,PETMED EXPRESS INC
1040152,BROOKS RHONDA L
1040161,"PIXELWORKS, INC"
1040188,VICTORY CAPITAL MANAGEMENT INC
1040190,"Nippon Life Global Investors Americas, Inc."
1040197,MAI Capital Management
1040198,P SCHOENFELD ASSET MANAGEMENT LP
1040210,BARR E S & CO
104021,"WACHTEL & CO., INC."
1040273,Third Point LLC
1040376,NATIONWIDE VARIABLE ACCOUNT 9
1040470,AEHR TEST SYSTEMS
1040492,VEL ACCOUNT III OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO
1040508,BAIN CAPITAL INVESTORS LLC
1040543,IDOL JOHN D
1040545,LAUREN RALPH
1040573,COMCAST CABLE COMMUNICATIONS LLC
1040587,DIREXION FUNDS
1040592,MARATHON ASSET MANAGEMENT LLP
